Year,State,Auto,Business,Debt,Home,Medical,Other/NA,Personal,Student,Taxes,Vacation,Wedding,FIPS
2011,DC,11777.0,71000.0,220300.0,44000.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,US11
2011,DE,0.0,31500.0,81600.0,82000.0,0.0,43350.0,0.0,0.0,0.0,0.0,0.0,US10
2011,FL,263755.0,781846.0,2655298.0,698176.0,2000.0,1058828.0,0.0,0.0,0.0,0.0,0.0,US12
2011,GA,136340.0,508405.0,1754744.0,380873.0,0.0,652243.0,0.0,0.0,0.0,0.0,7000.0,US13
2011,HI,18500.0,32500.0,133105.0,10000.0,0.0,69100.0,0.0,0.0,0.0,0.0,0.0,US15
2011,ID,38039.0,90300.0,139200.0,12500.0,0.0,36600.0,0.0,0.0,0.0,0.0,0.0,US16
2011,IL,136323.0,591423.0,2509377.0,573850.0,0.0,779767.0,0.0,0.0,0.0,0.0,0.0,US17
2011,IN,51400.0,171038.0,769962.0,210402.0,0.0,301641.0,0.0,0.0,0.0,0.0,0.0,US18
2011,KS,30500.0,70382.0,376063.0,68000.0,0.0,111552.0,0.0,0.0,0.0,0.0,0.0,US20
2011,KY,46500.0,54000.0,375587.0,54500.0,0.0,107803.0,0.0,0.0,0.0,0.0,0.0,US21
2011,LA,34700.0,99400.0,267167.0,114500.0,0.0,143914.0,0.0,0.0,0.0,0.0,0.0,US22
2011,MA,35500.0,92000.0,711552.0,226784.0,0.0,337450.0,0.0,0.0,0.0,0.0,0.0,US25
2011,MD,95213.0,212318.0,1001879.0,254434.0,0.0,476000.0,0.0,0.0,0.0,4000.0,0.0,US24
2011,MI,69285.0,262073.0,952113.0,302741.0,0.0,356764.0,0.0,0.0,0.0,0.0,0.0,US26
2011,MN,92600.0,121900.0,722060.0,150097.0,0.0,307362.0,0.0,0.0,5000.0,0.0,0.0,US27
2011,MO,83100.0,244384.0,901979.0,187360.0,0.0,301515.0,0.0,0.0,0.0,0.0,0.0,US29
2011,MS,27000.0,126483.0,303590.0,73400.0,7000.0,69200.0,0.0,0.0,0.0,0.0,0.0,US28
2011,MT,6500.0,71436.0,64881.0,31000.0,0.0,17169.0,0.0,0.0,0.0,0.0,0.0,US30
2011,NC,119200.0,278615.0,1334409.0,232424.0,2000.0,410688.0,0.0,0.0,0.0,0.0,0.0,US37
2011,NE,33300.0,21500.0,296836.0,28000.0,0.0,68000.0,0.0,0.0,0.0,0.0,0.0,US31
2011,NH,27000.0,12000.0,183261.0,65500.0,0.0,55600.0,0.0,0.0,0.0,0.0,0.0,US33
2011,NJ,48700.0,268014.0,1146020.0,267700.0,8000.0,581578.0,0.0,0.0,0.0,0.0,0.0,US34
2011,NM,13500.0,53229.0,154000.0,85975.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,US35
2011,NV,14500.0,75500.0,427083.0,72000.0,3000.0,136900.0,0.0,0.0,0.0,0.0,0.0,US32
2011,NY,166275.0,509912.0,2623864.0,479875.0,0.0,1157786.0,0.0,0.0,10000.0,0.0,0.0,US36
2011,OH,136038.0,316516.0,1572137.0,254605.0,8000.0,500447.0,0.0,0.0,0.0,0.0,0.0,US39
